# Official results - the 37th PZU Warsaw Marathon (2015)
# Source: https://pzumaratonwarszawski.com/en/aktualnosci/official-results/
# `mins` gives the gun time in minutes
sex,country,category,mins
M,KE,M20,129.32
M,KE,M20,130.75
M,KE,M20,130.97
M,ET,M20,134.17
M,KE,M30,134.68
M,KE,M30,135.97
M,ET,M20,139.88
M,MA,M30,143.2
M,PL,M30,145.22
M,PL,M30,145.92
M,IL,M30,146.83
M,PL,M30,147.8
F,KE,F30,149.65
M,KE,M20,149.88
M,PL,M20,152.65
M,PL,M30,152.88
M,IL,M30,153.67
F,MD,F20,155.2
F,PL,F20,155.55
F,ET,F20,156.03
M,IL,M20,157.35
F,PL,F20,157.78
M,PL,M20,158.08
M,PL,M20,158.58
M,IL,M30,160.15
M,PL,M30,160.32
F,ET,F30,161.13
M,UA,M50,162.1
F,KE,F30,162.5
M,IL,M30,163.23
M,PL,M30,164.3
M,PL,M30,165.82
M,PL,M40,165.83
M,PL,M40,166.62
M,PL,M30,168.37
M,PL,M30,168.5
M,LT,M30,168.8
M,PL,M40,169.0
M,PL,M20,169.05
M,PL,M20,169.07
M,GR,M30,169.08
M,PL,M30,169.15
M,PL,M30,169.52
M,PL,M20,169.58
M,PL,M30,169.77
M,PL,M20,169.8
M,PL,M40,169.85
M,PL,M30,169.97
M,PL,M20,170.18
M,PL,M30,170.37
M,PL,M30,170.7
M,SE,M40,171.17
M,PL,M30,171.4
M,PL,M40,171.5
M,PL,M40,171.63
M,PL,M20,171.68
M,PL,M30,171.73
M,GB,M30,171.77
M,PL,M40,172.1
M,PL,M30,172.23
M,PL,M50,172.35
M,PL,M40,172.38
M,PL,M40,172.53
M,PL,M20,172.72
M,PL,M30,173.02
M,PL,M30,173.03
M,PL,M40,173.15
M,IL,M40,173.3
M,PL,M40,173.52
M,PL,M40,173.57
M,PL,M20,173.6
M,PL,M30,173.73
M,PL,M40,173.92
M,PL,M40,174.15
M,PL,M30,174.32
M,PL,M30,174.32
M,PL,M30,174.45
M,PL,M50,174.5
M,PL,M30,174.82
M,PL,M20,174.83
M,PL,M50,174.92
M,PL,M40,175.32
M,PL,M40,175.4
F,PL,F20,175.45
M,PL,M20,175.5
M,PL,M20,175.63
M,PL,M20,175.78
M,PL,M30,176.02
M,PL,M50,176.23
M,PL,M20,176.33
M,PL,M30,176.4
M,PL,M40,176.52
M,PL,M20,176.6
M,PL,M40,176.67
M,PL,M30,176.75
M,PL,M30,176.83
M,PL,M20,176.88
M,PL,M20,177.08
M,FR,M20,177.13
M,PL,M50,177.2
M,GB,M40,177.3
M,PL,M20,177.32
M,PL,M30,177.33
M,PL,M30,177.57
M,GB,M40,177.57
M,PL,M30,177.68
M,SE,M30,177.78
M,PL,M30,177.8
M,PL,M40,177.83
M,PL,M20,177.88
M,NO,M20,178.02
M,PL,M30,178.13
M,PL,M20,178.27
M,PL,M20,178.33
M,PL,M30,178.4
M,PL,M30,178.45
M,PL,M30,178.47
M,PL,M40,178.5
M,PL,M20,178.53
M,PL,M30,178.55
M,PL,M30,178.62
M,PL,M40,178.63
M,PL,M40,178.67
M,PL,M20,178.8
M,PL,M30,178.95
M,PL,M30,179.05
M,PL,M20,179.1
M,PL,M40,179.18
M,PL,M20,179.22
M,PL,M30,179.28
F,PL,F20,179.32
M,PL,M30,179.38
M,DE,M40,179.43
M,PL,M40,179.47
M,PL,M30,179.48
M,PL,M30,179.48
M,PL,M30,179.5
M,PL,M40,179.57
M,UA,M30,179.68
M,PL,M30,179.7
M,PL,M40,179.72
M,PL,M40,179.75
M,PL,M30,179.75
M,LV,M40,179.75
M,PL,M30,179.85
M,PL,M40,179.85
M,PL,M30,179.87
M,PL,M30,179.9
M,PL,M30,179.9
M,PL,M30,179.93
M,PL,M20,180.0
M,PL,M30,180.07
M,PL,M20,180.18
M,PL,M30,180.22
M,PL,M30,180.23
M,PL,M30,180.23
M,PL,M30,180.37
M,PL,M40,180.45
M,PL,M40,180.48
M,PL,M50,180.5
M,PL,M40,180.52
M,ES,M30,180.6
M,PL,M50,180.7
M,PL,M20,180.77
M,PL,M40,180.78
M,PL,M50,180.83
M,PL,M30,180.9
M,PL,M20,180.98
M,PL,M30,181.15
M,PL,M40,181.15
M,PL,M30,181.17
M,PL,M30,181.3
M,PL,M40,181.3
M,PL,M40,181.3
M,PL,M40,181.33
M,PL,M40,181.37
M,PL,M20,181.5
M,PL,M30,181.6
M,SE,M30,181.62
M,PL,M30,181.7
M,PL,M20,181.73
M,PL,M40,181.85
M,PL,M30,181.92
M,PL,M30,181.98
M,IT,M40,182.13
M,PL,M30,182.48
M,PL,M20,182.55
M,PL,M20,182.57
M,PL,M30,182.57
M,GB,M20,182.58
M,PL,M30,182.75
M,PL,M40,182.77
M,PL,M30,183.0
M,PL,M30,183.12
M,PL,M40,183.18
M,PL,M40,183.18
M,PL,M30,183.25
M,PL,M20,183.35
M,PL,M30,183.68
M,GB,M40,183.72
M,PL,M50,188.97
M,PL,M30,184.02
M,PL,M30,184.2
M,PL,M40,183.85
M,PL,M30,183.92
M,PL,M30,184.17
M,PL,M30,184.15
M,PL,M40,184.67
M,PL,M30,184.42
M,PL,M30,184.35
M,PL,M30,184.58
M,ES,M50,184.58
M,PL,M40,184.52
M,PL,M30,184.72
M,PL,M40,184.57
M,GB,M50,184.47
M,PL,M30,184.67
M,PL,M30,184.82
M,PL,M30,187.28
M,PL,M30,184.9
M,PL,M30,184.95
M,PL,M30,184.8
M,PL,M40,184.97
M,PL,M40,184.95
M,PL,M40,184.92
M,PL,M30,185.07
M,PL,M40,185.5
M,PL,M30,185.42
F,FI,F30,185.3
M,PL,M30,185.55
M,PL,M40,185.77
M,PL,M50,185.92
M,PL,M30,185.52
M,LT,M30,185.97
M,PL,M40,185.72
M,PL,M30,186.0
M,PL,M50,186.13
M,PL,M30,186.47
M,PL,M30,186.03
M,PL,M30,186.62
M,PL,M20,186.33
M,PL,M30,186.6
M,PL,M40,186.48
M,PL,M30,186.42
M,PL,M20,186.72
M,PL,M40,186.98
M,PL,M30,186.82
F,PL,F20,186.92
M,FI,M30,186.98
M,UA,M20,187.23
M,PL,M20,187.4
M,PL,M30,187.75
M,PL,M40,187.22
M,PL,M40,187.27
M,PL,M30,187.25
M,PL,M50,187.12
M,PL,M30,187.37
M,PL,M20,187.4
M,PL,M40,187.5
M,PL,M30,187.42
M,PL,M30,187.52
M,PL,M50,187.58
M,PL,M40,187.53
M,IL,M50,187.57
M,PL,M20,187.5
M,PL,M30,187.68
M,PL,M30,187.83
M,PL,M40,188.02
M,PL,M50,188.07
M,PL,M30,187.9
M,PL,M30,187.98
M,PL,M30,188.23
M,PL,M40,187.97
M,FI,M30,188.15
M,PL,M20,188.42
M,NO,M40,188.35
M,PL,M20,188.38
M,PL,M30,188.48
M,PL,M30,188.18
F,PL,F30,188.55
M,PL,M30,188.75
M,PL,M30,189.07
M,PL,M50,189.45
M,CZ,M30,188.58
M,PL,M30,188.62
M,PL,M50,188.85
M,PL,M30,189.03
M,PL,M30,189.22
M,PL,M40,188.95
M,PL,M40,189.18
M,PL,M40,189.45
M,PL,M40,189.28
M,PL,M20,189.22
M,DE,M30,189.57
M,NO,M40,189.43
M,PL,M20,189.67
M,PL,M40,189.65
M,PL,M30,189.53
M,PL,M30,189.72
M,PL,M40,189.77
M,PL,M40,189.92
M,PL,M40,189.75
M,PL,M40,189.85
M,PL,M40,189.93
M,PL,M30,189.7
M,PL,M30,189.82
M,PL,M30,189.8
M,PL,M30,189.77
F,PL,F30,190.05
M,PL,M30,190.02
M,PL,M30,190.15
M,PL,M20,191.78
M,PL,M30,189.97
M,PL,M30,190.07
M,PL,M40,190.28
M,PL,M40,190.48
M,PL,M30,190.22
M,PL,M30,190.17
M,PL,M40,190.52
M,PL,M40,190.48
M,PL,M20,190.22
M,PL,M30,190.78
M,PL,M40,190.48
M,PL,M30,190.43
M,PL,M20,190.35
M,PL,M30,190.87
M,PL,M30,190.87
M,PL,M30,191.67
M,PL,M30,190.9
M,PL,M30,190.9
M,PL,M40,191.08
M,PL,M40,191.13
M,PL,M40,191.27
M,PL,M40,191.32
M,PL,M30,191.25
M,PL,M20,191.28
M,PL,M40,191.22
M,PL,M30,191.17
M,PL,M30,191.38
M,PL,M20,191.58
F,PL,F20,191.53
M,PL,M40,191.62
M,PL,M40,191.77
M,PL,M30,191.65
M,PL,M40,191.9
M,PL,M30,192.23
M,PL,M40,192.03
M,PL,M40,191.87
M,PL,M30,191.85
M,PL,M50,192.43
M,PL,M30,191.98
M,PL,M40,192.32
M,PL,M40,192.1
M,PL,M20,192.1
M,PL,M30,192.73
M,GB,M30,192.92
M,GB,M30,193.12
M,PL,M30,192.72
M,PL,M20,192.93
M,PL,M60,192.45
M,PL,M30,192.42
M,PL,M40,192.95
M,PL,M50,192.8
M,PL,M40,192.82
M,PL,M30,193.1
M,PL,M30,193.93
M,PL,M30,193.22
M,PL,M20,193.4
M,PL,M50,193.57
M,PL,M40,193.18
M,PL,M30,193.33
M,PL,M50,193.0
M,PL,M40,192.98
M,PL,M40,193.52
M,PL,M30,193.23
M,PL,M40,193.38
M,PL,M30,193.57
M,PL,M20,193.38
F,PL,F30,193.32
M,PL,M50,193.45
M,PL,M40,193.52
M,PL,M20,193.67
M,PL,M30,193.3
M,PL,M40,193.4
M,PL,M40,193.6
M,PL,M30,193.63
M,PL,M30,193.15
M,PL,M30,193.57
M,PL,M30,193.75
M,PL,M40,193.62
M,PL,M30,193.75
M,PL,M50,193.55
M,PL,M40,193.83
M,PL,M40,193.77
M,PL,M20,193.38
M,PL,M40,193.95
M,PL,M60,193.88
M,PL,M40,193.97
M,PL,M30,193.9
M,PL,M20,193.95
M,SE,M40,194.15
M,PL,M20,193.92
M,PL,M30,193.92
M,PL,M40,194.07
M,PL,M40,193.93
M,PL,M30,194.03
M,PL,M30,194.33
M,PL,M30,194.35
M,PL,M30,194.17
M,FR,M20,193.88
M,PL,M20,193.95
M,PL,M40,194.33
M,PL,M30,194.32
M,PL,M40,194.32
M,PL,M50,194.33
F,PL,F30,194.63
M,PL,M30,194.45
M,PL,M30,194.55
M,PL,M30,194.53
M,PL,M30,196.27
M,PL,M40,194.77
M,PL,M30,194.43
M,PL,M40,194.53
M,DE,M40,194.82
M,PL,M30,195.17
M,PL,M40,195.02
M,PL,M50,194.65
M,PL,M30,194.63
M,PL,M30,195.08
M,PL,M30,195.03
M,US,M20,194.98
M,PL,M30,195.17
M,UA,M20,196.43
M,PL,M40,195.73
M,PL,M40,195.75
M,PL,M30,195.43
M,PL,M30,195.15
M,PL,M20,195.5
F,ES,F30,195.68
M,PL,M30,195.87
M,PL,M20,195.7
M,PL,M30,195.78
M,PL,M30,195.63
M,PL,M30,195.72
M,PL,M20,195.9
M,PL,M30,195.75
M,FR,M30,196.1
F,PL,F40,196.82
M,PL,M40,195.67
M,PL,M30,196.33
M,PL,M20,196.0
M,PL,M40,196.02
M,PL,M30,196.87
M,PL,M30,197.4
M,PL,M40,196.2
M,PL,M30,196.17
M,PL,M30,196.67
M,PL,M30,196.92
M,PL,M30,196.5
M,PL,M20,196.45
M,PL,M40,196.4
M,PL,M20,196.92
M,PL,M30,196.55
M,PL,M50,196.75
M,PL,M30,196.3
M,PL,M30,196.67
M,PL,M30,196.97
M,PL,M20,197.03
M,PL,M40,197.08
M,PL,M40,197.13
M,PL,M30,197.3
M,PL,M50,197.05
M,IN,M30,197.1
M,PL,M40,197.12
M,PL,M40,197.32
F,PL,F20,197.43
M,PL,M30,197.08
M,PL,M30,197.42
M,PL,M40,197.47
M,PL,M30,197.42
M,PL,M30,197.73
M,PL,M30,197.9
M,PL,M30,198.27
M,PL,M30,197.48
M,PL,M40,197.83
M,PL,M50,197.75
M,PL,M40,198.0
M,PL,M30,198.42
M,PL,M20,198.13
M,PL,M20,197.67
M,NO,M40,198.05
M,PL,M30,197.85
M,PL,M40,198.5
M,PL,M20,198.2
M,PL,M30,199.67
M,PL,M30,198.25
M,PL,M30,198.32
M,PL,M20,198.83
M,PL,M30,198.05
M,DK,M30,198.25
M,PL,M30,198.52
M,PL,M30,198.62
M,PL,M20,198.57
M,PL,M40,198.25
M,PL,M40,198.17
M,SE,M30,198.4
M,PL,M50,198.68
M,PL,M30,198.87
M,PL,M30,198.9
M,IT,M40,200.53
M,PL,M40,198.85
M,PL,M30,199.68
M,PL,M60,198.63
M,PL,M30,199.12
M,PL,M40,198.92
M,PL,M30,198.93
M,PL,M20,198.6
M,PL,M30,198.93
M,PL,M30,199.3
M,PL,M40,198.9
M,PL,M30,199.1
M,PL,M30,199.1
M,PL,M20,198.7
M,SE,M50,199.25
M,PL,M30,199.28
M,PL,M60,199.15
M,PL,M40,198.93
M,PL,M40,200.45
M,PL,M40,199.38
M,PL,M30,199.28
M,PL,M30,199.75
M,PL,M30,202.37
M,PL,M30,199.77
M,PL,M30,199.2
M,PL,M40,199.07
M,SE,M40,198.88
M,PL,M30,199.35
M,PL,M30,199.42
M,PL,M30,199.48
M,PL,M30,199.57
M,PL,M50,199.32
M,PL,M20,199.52
M,PL,M50,199.53
M,PL,M30,199.38
F,PL,F30,200.27
M,PL,M30,199.83
M,PL,M20,199.72
M,PL,M40,199.17
M,PL,M30,199.8
M,PL,M30,200.0
M,PL,M30,199.77
M,PL,M40,199.93
M,PL,M30,199.8
M,PL,M20,199.63
M,GB,M20,199.97
F,PL,F30,200.22
M,PL,M30,199.98
M,PL,M30,199.98
M,PL,M20,200.15
M,PL,M20,201.58
M,DE,M30,199.8
F,PL,F50,200.22
M,PL,M30,199.98
M,PL,M50,200.02
M,PL,M50,200.05
M,PL,M30,200.37
M,PL,M40,200.27
M,PL,M30,200.08
M,PL,M40,200.48
M,PL,M30,200.4
M,SK,M40,200.27
M,PL,M20,200.33
M,PL,M30,200.23
M,UA,M30,204.88
M,PL,M20,200.05
M,PL,M40,200.55
M,PL,M30,200.08
M,PL,M40,200.55
M,PL,M30,200.9
M,PL,M30,200.55
M,PL,M40,200.27
M,GB,M40,200.63
M,PL,M20,201.57
M,PL,M30,201.05
M,PL,M20,201.13
M,PL,M40,200.97
M,PL,M30,202.18
M,PL,M30,201.17
M,PL,M40,201.4
M,PL,M30,201.72
M,PL,M40,201.05
M,PL,M40,201.45
F,IT,F40,201.17
M,PL,M50,202.73
M,PL,M30,202.72
M,PL,M30,201.48
M,PL,M30,201.4
M,PL,M30,202.18
M,PL,M40,201.47
M,PL,M40,201.87
M,PL,M30,201.47
M,PL,M40,201.13
M,PL,M30,204.55
M,LT,M30,201.42
M,PL,M30,202.32
M,PL,M20,203.07
F,PL,F30,201.42
M,PL,M50,201.97
M,PL,M30,202.58
M,PL,M30,201.65
M,PL,M40,201.32
M,PL,M30,201.73
M,PL,M30,201.77
M,PL,M20,201.57
M,BY,M30,201.78
M,PL,M30,202.05
M,AT,M30,202.0
M,PL,M30,202.33
M,PL,M40,201.85
M,PL,M40,202.08
M,PL,M30,201.9
M,PL,M30,202.3
M,PL,M30,201.87
M,PL,M40,202.43
M,PL,M30,205.07
M,PL,M40,202.2
M,PL,M30,206.72
M,PL,M30,202.25
M,PL,M50,202.22
M,PL,M20,202.58
M,PL,M20,202.05
M,PL,M40,202.3
M,PL,M50,202.43
M,PL,M30,202.3
M,PL,M20,202.18
M,PL,M30,202.32
M,PL,M30,202.43
M,PL,M30,202.35
M,PL,M20,202.9
M,PL,M20,203.0
M,PL,M40,202.7
M,PL,M20,202.98
M,PL,M40,202.73
M,PL,M40,202.82
M,PL,M40,202.9
F,PL,F40,202.72
M,PL,M30,202.58
M,PL,M40,202.98
M,PL,M30,203.77
M,PL,M20,203.03
M,PL,M20,203.8
F,UA,F30,204.02
M,PL,M20,202.6
M,PL,M50,202.43
M,PL,M20,202.72
M,PL,M40,202.75
M,US,M30,203.75
M,PL,M20,202.88
F,SG,F40,202.5
M,PL,M30,203.45
M,PL,M30,202.88
M,PL,M50,203.22
M,SE,M40,202.83
M,GB,M40,203.03
M,PL,M40,203.65
M,PL,M30,203.6
M,PL,M30,204.63
M,PL,M40,203.2
M,PL,M30,203.43
M,PL,M30,204.18
M,PL,M60,207.52
M,PL,M40,202.87
M,PL,M20,203.63
M,PL,M40,203.38
M,PL,M40,204.28
M,PL,M20,202.88
M,PL,M40,204.93
M,PL,M20,203.58
M,PL,M50,203.73
M,PL,M30,204.42
M,PL,M20,203.48
M,PL,M40,203.15
M,PL,M30,203.68
M,PL,M50,203.35
M,PL,M30,203.98
M,PL,M30,204.75
F,PL,F20,203.98
M,PL,M30,205.22
M,PL,M20,204.63
M,PL,M40,203.87
M,LT,M40,203.62
M,PL,M30,203.85
M,PL,M30,203.8
M,PL,M30,203.93
M,PL,M40,204.62
M,PL,M20,207.13
M,PL,M30,203.88
M,PL,M40,204.32
M,PL,M50,204.38
M,PL,M30,205.82
M,ES,M50,203.7
F,PL,F20,204.48
M,ES,M40,203.72
M,PL,M30,204.72
F,PL,F30,204.25
M,PL,M40,204.82
M,PL,M20,204.8
M,PL,M30,204.27
M,PL,M30,204.92
M,PL,M40,204.6
M,PL,M40,204.55
M,PL,M30,204.62
M,PL,M30,205.08
M,GB,M30,204.27
M,PL,M30,204.55
M,PL,M20,208.03
M,PL,M30,204.65
M,LT,M30,204.82
M,PL,M30,205.43
M,PL,M50,204.62
M,ES,M40,204.32
M,PL,M30,205.33
M,PL,M40,204.62
M,PL,M40,204.67
M,PL,M20,205.82
M,PL,M40,206.15
M,PL,M40,204.68
M,US,M30,205.93
M,PL,M30,205.38
F,PL,F20,205.1
M,PL,M40,208.98
F,PL,F20,205.77
M,PL,M40,206.15
M,PL,M40,205.07
M,PL,M40,204.78
M,PL,M40,205.1
F,NO,F20,205.47
M,PL,M20,205.37
M,PL,M30,205.28
M,PL,M50,205.03
M,PL,M40,204.97
M,PL,M30,206.57
F,PL,F20,205.07
M,PL,M30,206.45
M,PL,M40,206.03
M,PL,M20,206.38
M,PL,M40,204.82
M,PL,M40,205.4
M,PL,M30,205.77
M,PL,M40,205.3
M,PL,M30,205.4
M,PL,M20,205.25
M,PL,M30,204.8
M,PL,M40,206.2
M,PL,M50,205.47
